Feature,Interaction Features,Contribution Importance
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,0.00027726058063007813
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문A2-6) 연간참여시간__(3)직업능력향상교육_1,-0.00027257722300096977
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,성별,0.00026054429735996936
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,DQ5. 귀하께서는 취학 전의 손자·손녀가 있습니까? (동거여부 무관),0.0002499280390517732
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문A1-2) 참여한 프로그램 수는 몇개입니까? (2) 성인기초 및 문자해득교육(문해교육),0.00018057176004291435
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (4)인문교양교육,-0.0001793359440031096
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (3)직업능력향상교육,-0.00015548633866574793
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)1,-0.00014890245415517665
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)1,-0.00013636955883769547
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,-0.0001288883012846944
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,무형식학습(의존형) 참여,0.00012088142081087757
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문A3-7) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__고용안정,-0.00011280505516330996
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_4.0,-9.988056447500492e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,월 가구소득,8.366740221572177e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,DQ9-2. 귀하의 현재 근로시간형태는 어떻게 되십니까?,-7.372357135252795e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,DQ3. 귀하께서는 함께 동거하는 가족이 있습니까?,7.314192866102672e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,DQ9-1. 귀하의 현재 종사상 지위는 어떻게 되십니까?,7.177083279784754e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,DQ1. 귀하의 최종 학력은 어떻게 되십니까?__학교급,7.015633416878834e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문A2-10) 프로그램만족도__(3)직업능력향상교육_1,-6.559073296017919e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문A3-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,-6.527315668100645e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문E1-3) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 혼자서 공부하는 것이 익숙하고 좋다.,-6.426222830007936e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문A2-2) 프로그램 형태__(3)직업능력향상교육_1,-4.5458633951368185e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_6.0,-4.520373398288207e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,DQ6. 귀하께서는 건강에 자신 있습니까?_3,-3.830313358693581e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,무형식학습(온라인) 참여,-3.629267314011487e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문A2-3) 기관 유형__(3)직업능력향상교육_1,-3.381763842445577e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,DQ11. 귀하가 현재 소속되어 있는 직장의 규모는 어느 정도입니까? (사업장^ 상시근로자 기준),-2.995402858035672e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,DQ9. 귀하의 현재 고용형태는 어떻게 되십니까?_2.0,2.4779025133186515e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_7.0,2.4413543260278727e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_5.0,2.3595772593878857e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문A1-2) 참여한 프로그램 수는 몇개입니까? (6) 시민참여교육,1.692239223253485e-05
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문A2-7) 자기부담학습비__(3)직업능력향상교육_1,-7.540062931374718e-06
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,DQ9. 귀하의 현재 고용형태는 어떻게 되십니까?_1.0,-7.155536147282709e-06
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문E1-1) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 책이나 판서 수업 중심으로 공부하는 것이 익숙하고 잘된다.,2.710946117562914e-06
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (1)학위취득을위한교육,1.742044533158888e-06
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_9.0,1.2150409700508501e-06
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ6. 귀하께서는 건강에 자신 있습니까?_1,0.06551324407500618
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ6. 귀하께서는 건강에 자신 있습니까?_3,0.006737910723074895
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A3-9) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__친목도모 증진,0.0030652641810817558
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,-0.0028498597199731125
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문H1) 귀하께서는 전반적으로 현재의 생활에 얼마나 만족하십니까?,-0.0019432329440683964
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ11. 귀하가 현재 소속되어 있는 직장의 규모는 어느 정도입니까? (사업장^ 상시근로자 기준),0.001440670389345425
DQ6. 귀하께서는 건강에 자신 있습니까?_2,지역규모별,-0.0010328721933270054
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문E1-4) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 다른 사람들과 함께 공부 하는 것이 좋다.,-0.0009965444341226526
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문D1) 귀하께서는 작년에 평생교육 프로그램 관련 정보를 접한 적이 있습니까?,0.000991182129583159
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A3-1) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__건강 관리,0.0008587199670490076
DQ6. 귀하께서는 건강에 자신 있습니까?_2,학습 지향 평균,0.0006946485059982182
DQ6. 귀하께서는 건강에 자신 있습니까?_2,직업관련 목표지향 평균,0.0005850668814195904
DQ6. 귀하께서는 건강에 자신 있습니까?_2,연령별(1),-0.0005146259515817174
DQ6. 귀하께서는 건강에 자신 있습니까?_2,만 연령,0.0005121369856003508
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,-0.00040180635262175904
DQ6. 귀하께서는 건강에 자신 있습니까?_2,사회참여,0.00039280925979942913
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A3-8) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__사회참여,0.0003829692296838107
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A2-2) 프로그램 형태__(3)직업능력향상교육_1,0.0003533353643000977
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ3. 몇 명과 함께 지내고 있습니까?__명,-0.0003338096586570429
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)1,0.00033037198836785743
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A3-4) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__취업^ 이직^ 창업에 도움,0.00030982685473634173
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,0.00029015968371214415
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A1-2) 참여한 프로그램 수는 몇개입니까? (4) 인문교양교육,0.00027358172566421595
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A2-10) 프로그램만족도__(3)직업능력향상교육_1,0.00023160837859211787
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A3-6) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__성과급^ 연봉 등 소득 증대,-0.00023149905271461693
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문E1-1) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 책이나 판서 수업 중심으로 공부하는 것이 익숙하고 잘된다.,-0.0002282499336264684
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ6. 귀하께서는 건강에 자신 있습니까?_4,0.00021054757985300803
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ7. 귀하의 주된 소득원천은 무엇입니까?_5,0.00020819275026412597
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.00020201659498590265
DQ6. 귀하께서는 건강에 자신 있습니까?_2,성별,0.0001856357724966377
DQ6. 귀하께서는 건강에 자신 있습니까?_2,무형식학습(온라인) 참여,0.0001648860297566392
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_4.0,-0.00016436522428929528
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A2-1) 프로그램 유형__(3)직업능력향상교육_1,-0.00015896280256212636
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A2-6) 연간참여시간__(3)직업능력향상교육_1,0.00015163918122735465
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문E1-3) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 혼자서 공부하는 것이 익숙하고 좋다.,0.00013614117465301487
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A3-3) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__교양 함양이나 지식 습득 등 자기 계발,-0.00013250581604523341
DQ6. 귀하께서는 건강에 자신 있습니까?_2,무형식학습(의존형) 참여,-0.00013065154812894075
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A1-2) 참여한 프로그램 수는 몇개입니까? (2) 성인기초 및 문자해득교육(문해교육),0.0001294929312439358
DQ6. 귀하께서는 건강에 자신 있습니까?_2,월 가구소득,-0.00012450315912881368
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A1-2) 참여한 프로그램 수는 몇개입니까? (5) 문화예술스포츠교육,-0.00012291376720174324
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문G1-3) 지난 한 해 동안 동아리에서 활동한 적이 있습니까? 있다면^ 몇 회 정도 참여하셨습니까?__참여횟수,9.204759528582684e-05
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A3-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,8.858490683221275e-05
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ5. 귀하께서는 취학 전의 손자·손녀가 있습니까? (동거여부 무관),-8.798227756194214e-05
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ9-1. 귀하의 현재 종사상 지위는 어떻게 되십니까?,5.392198457760114e-05
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_5.0,5.1857186877807434e-05
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,-3.8836660049947335e-05
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_3.0,-3.1151781941958354e-05
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ9-2. 귀하의 현재 근로시간형태는 어떻게 되십니까?,-2.6809048836807947e-05
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A2-8) 학습비 외부 지원여부__(3)직업능력향상교육_1,-2.4981999532431985e-05
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ3. 귀하께서는 함께 동거하는 가족이 있습니까?,2.060851892807852e-05
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)1,-1.6967626367105714e-05
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_7.0,-1.3432761511439772e-05
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A1-2) 참여한 프로그램 수는 몇개입니까? (3) 직업능력향상교육,1.1824981035708498e-05
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A3-7) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__고용안정,-1.1740836142976794e-05
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (3)직업능력향상교육,1.112010948072855e-05
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ1. 귀하의 최종 학력은 어떻게 되십니까?__학교급,9.304855158689095e-06
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A2-3) 기관 유형__(3)직업능력향상교육_1,-8.24654862978209e-06
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (4)인문교양교육,6.353218700330771e-06
DQ6. 귀하께서는 건강에 자신 있습니까?_2,취약계층,-5.252419185160548e-06
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A2-7) 자기부담학습비__(3)직업능력향상교육_1,2.2996047368717983e-06
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_2.0,2.05910860585851e-06
DQ6. 귀하께서는 건강에 자신 있습니까?_2,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_9.0,1.187392467698428e-06
DQ6. 귀하께서는 건강에 자신 있습니까?_2,문A1-2) 참여한 프로그램 수는 몇개입니까? (6) 시민참여교육,-6.15489268223027e-07
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,DQ6. 귀하께서는 건강에 자신 있습니까?_1,-0.004005429839832472
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,DQ6. 귀하께서는 건강에 자신 있습니까?_2,-0.002849859719973109
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,학습 지향 평균,-0.0026114885923777843
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,문D1) 귀하께서는 작년에 평생교육 프로그램 관련 정보를 접한 적이 있습니까?,-0.0018168540520356361
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,문H1) 귀하께서는 전반적으로 현재의 생활에 얼마나 만족하십니까?,-0.0013350288458575696
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,문A2-1) 프로그램 유형__(3)직업능력향상교육_1,-0.0011984803736899093
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,월 가구소득,-0.001181887498593818
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,문A3-1) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__건강 관리,-0.001084575046638945
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,문E1-1) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 책이나 판서 수업 중심으로 공부하는 것이 익숙하고 잘된다.,0.0009376896498053797
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,0.0008864332539895806
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,문E1-2) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 인터넷강의 또는 컴퓨터(전자책^ 태블릿 PC^스마트폰)를 활용한 학습이 익숙하고 잘된다.,-0.0008139230202972448
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,문E1-3) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 혼자서 공부하는 것이 익숙하고 좋다.,-0.0007437072704184384
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,DQ1. 귀하의 최종 학력은 어떻게 되십니까?__학교급,0.00044511787784852806
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,문E1-4) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 다른 사람들과 함께 공부 하는 것이 좋다.,-0.0004071451723126278
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,문A3-8) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__사회참여,-0.00034183082224097024
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,-0.0003393671588401096
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,문A3-7) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__고용안정,0.00032850535887935813
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,문A3-9) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__친목도모 증진,0.00031115099832066724
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,DQ6. 귀하께서는 건강에 자신 있습니까?_3,-0.0003072897328298667
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,성별,-0.00030047717090486085
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,문A1-2) 참여한 프로그램 수는 몇개입니까? (5) 문화예술스포츠교육,-0.00027844719992876525
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,DQ3. 몇 명과 함께 지내고 있습니까?__명,-0.0002610658169859588
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,DQ11. 귀하가 현재 소속되어 있는 직장의 규모는 어느 정도입니까? (사업장^ 상시근로자 기준),-0.00025836791489671743
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_3.0,0.0002525946594750056
